date,ticker,strategy,entry_price,exit_type,exit_day,exit_price,exit_pct,is_winner,min_price,max_price,last_day_close,min_pct,max_pct,last_day_pct
2025-04-22 00:00:00-04:00,MMM,resistance_break,134.4638214111328,take_profit,14,141.18701248168946,5.0,True,133.00407788445585,152.61193353946666,152.0398712158203,-1.0856031840815297,13.496650576994007,13.071210992098358
2023-01-03 00:00:00-05:00,AOS,resistance_break,55.78688430786133,take_profit,4,58.5762285232544,5.0,True,54.39505203794671,66.81809229924171,66.57068634033203,-2.4949094884628336,19.77383775459548,19.330353659759915
2024-07-24 00:00:00-04:00,AOS,resistance_break,78.48182678222656,take_profit,2,82.40591812133789,5.0,True,76.69913884953668,83.76135181192795,79.86933135986328,-2.271465899534336,6.72706694806067,1.7679310415222658
2024-08-23 00:00:00-04:00,AOS,resistance_break,80.51312255859375,stop_loss,7,78.5002944946289,-2.5,False,74.74824622310528,82.42498845272277,81.91777038574219,-7.160169860873368,2.3746015970721466,1.7446197371443386
2024-08-29 00:00:00-04:00,AOS,resistance_break,80.08393096923828,stop_loss,3,78.08183269500732,-2.5,False,74.74824622310528,89.79934378471371,88.36544036865234,-6.662615935002656,12.131538372170194,10.34103758292677
2025-07-22 00:00:00-04:00,AOS,resistance_break,70.37680053710938,take_profit,2,73.89564056396485,5.0,True,69.15471987650488,76.52362875617844,72.42696380615234,-1.7364822658570458,8.7341683227385,2.913123718890754
2022-12-29 00:00:00-05:00,ABT,resistance_break,104.05883026123047,period_end,20,104.05618286132812,-0.002544137672600862,False,102.50233703472233,109.13396128718692,104.05618286132812,-1.4957819750622796,4.877174780089096,-0.002544137672600862
2023-11-22 00:00:00-05:00,ABT,resistance_break,98.81816101074219,take_profit,15,103.7590690612793,5.0,True,97.51919932466681,104.70684819461314,104.37970733642578,-1.3144969232266597,5.959114320322979,5.628060944262074
2023-11-29 00:00:00-05:00,ABT,resistance_break,99.7130126953125,take_profit,15,104.69866333007813,5.0,True,99.21266934858735,106.52540741572611,106.22712707519531,-0.5017834013841471,6.832001697942737,6.532862866943584
2024-04-19 00:00:00-04:00,ABT,resistance_break,104.2381362915039,stop_loss,13,101.6321828842163,-2.5,False,100.429280983668,105.12233599614834,101.13858795166016,-3.6539940595104055,0.8482497251982225,-2.973526244920386
2024-05-07 00:00:00-04:00,ABT,resistance_break,103.15960693359375,stop_loss,5,100.5806167602539,-2.5,False,97.78641888518517,103.32479072289519,100.30297088623047,-5.208616248283522,0.16012448497188445,-2.7691420433602123
2024-08-01 00:00:00-04:00,ABT,resistance_break,107.59456634521484,stop_loss,7,104.90470218658447,-2.5,False,104.62510043509683,110.86685032198602,110.1440200805664,-2.7598660517767697,3.041309694275941,2.3695004515113665
2025-07-21 00:00:00-04:00,ABT,resistance_break,123.86917877197266,take_profit,11,130.0626377105713,5.0,True,122.70436164833238,134.11363587488543,129.6932830810547,-0.9403607379883867,8.270384291294539,4.701818779152047
2022-11-04 00:00:00-04:00,ABBV,resistance_break,130.16311645507812,take_profit,6,136.67127227783203,5.0,True,129.64344079827745,148.00141821395638,146.88148498535156,-0.39924955006745116,13.704574878579074,12.84416736905902
2023-08-30 00:00:00-04:00,ABBV,resistance_break,136.88502502441406,stop_loss,4,133.4628993988037,-2.5,False,132.658117093964,142.93925718628697,140.51202392578125,-3.087925746221093,4.422859374714731,2.6496681435535376
2024-05-31 00:00:00-04:00,ABBV,resistance_break,153.15147399902344,take_profit,5,160.8090476989746,5.0,True,150.86238261415363,165.15740298246425,161.82347106933594,-1.4946584091540656,7.83925134374963,5.6623660509906655
2025-06-26 00:00:00-04:00,ABBV,resistance_break,183.864990234375,stop_loss,1,179.26836547851562,-2.5,False,178.88421978821336,194.4072934664213,188.91807556152344,-2.708928132437063,5.733719735664679,2.7482585568395628
2022-03-29 00:00:00-04:00,ACN,resistance_break,321.8628234863281,stop_loss,9,313.8162528991699,-2.5,False,286.2551772240146,326.2179618892579,287.2027282714844,-11.06298822480381,1.3531038955528047,-10.768592296374987
2024-04-05 00:00:00-04:00,ACN,resistance_break,324.2983093261719,stop_loss,4,316.19085159301756,-2.5,False,291.4343357998656,326.2460305532659,296.9188537597656,-10.133871371266517,0.6005955538716773,-8.442676011261167
2024-07-18 00:00:00-04:00,ACN,resistance_break,322.1702575683594,stop_loss,12,314.1160011291504,-2.5,False,304.6231896614044,332.79471953846587,319.2539367675781,-5.446520122433014,3.297778649803561,-0.9052110591439227
2024-07-30 00:00:00-04:00,ACN,resistance_break,323.2503662109375,stop_loss,3,315.169107055664,-2.5,False,304.6231896614044,334.8272630612815,334.2283020019531,-5.762461081754165,3.5814025475193008,3.3961093129441213
2023-03-17 00:00:00-04:00,ADBE,resistance_break,358.1400146484375,take_profit,2,376.04701538085936,5.0,True,355.3500061035156,386.0,377.9200134277344,-0.7790273163585596,7.779076398070408,5.522979273542946
2024-03-07 00:00:00-05:00,ADBE,resistance_break,556.0399780273438,take_profit,4,583.841976928711,5.0,True,481.2799987792969,585.3499755859375,485.1199951171875,-13.44507269302325,5.271203279767126,-12.754475525619258
2024-07-31 00:00:00-04:00,ADBE,resistance_break,551.6500244140625,stop_loss,2,537.858773803711,-2.5,False,500.0,572.0,560.5399780273438,-9.362824640300307,3.6889286114964497,1.6115205691731371
2024-11-25 00:00:00-05:00,ADBE,resistance_break,518.72998046875,stop_loss,5,505.76173095703126,-2.5,False,432.4700012207031,557.9000244140625,447.94000244140625,-16.62907148148601,7.551143257599362,-13.646787479561995
