date,entry_price,entry_atr,entry_atr_pct,breakout_low,candle_range,candle_range_pct,stop_loss_price,take_profit_price,risk_pct,exit_type,exit_day,exit_price,exit_pct,is_winner,min_price_forward,max_price_forward,min_pct_forward,max_pct_forward,ticker,strategy
1982-11-22,0.09625072032213211,0.0054122988865419235,5.623125591609113,0.09625072032213211,0.00941134222596493,9.777944720275372,0.09083842143559019,0.10436916865194498,5.623125591609108,take_profit,2,0.10436916865194498,8.434688387413654,True,0.09582295608407841,0.11935095426828635,-0.4444270511660138,24.00006344767325,AAPL,atr_filtered_breakout
1982-12-10,0.10010049492120743,0.0065251442318858205,6.518593376608166,0.0988172365216789,0.007272581975793405,7.265280737640614,0.09229209228979307,0.11181309886832896,7.800563461310178,take_profit,10,0.11181309886832896,11.700845191965268,True,0.09453967625477348,0.11550118722855118,-5.555235936456715,15.385230931641422,AAPL,atr_filtered_breakout
1983-01-07,0.09411194175481796,0.005176277250551107,5.500127990171994,0.09411194175481796,0.006844059566109728,7.272254124710326,0.08893566450426686,0.10187635763064462,5.500127990171987,take_profit,3,0.10187635763064462,8.250191985257988,True,0.0932564444661284,0.14373441791636768,-0.9090209730432777,52.72707717669564,AAPL,atr_filtered_breakout
1983-04-04,0.14074011147022247,0.005438414763352032,3.864154082685007,0.13731731757023566,0.0072725674629289805,5.167373669778354,0.13187890280688364,0.15403192446523073,6.296150095926047,take_profit,8,0.15403192446523073,9.44422514388907,True,0.1321843848068389,0.18052357499883112,-6.079096125480751,28.26732415728259,AAPL,atr_filtered_breakout
1983-04-05,0.1381736546754837,0.005454733074466876,3.9477374230839644,0.1381736546754837,0.005560802096713363,4.024502434833565,0.13271892160101684,0.146355754287184,3.9477374230839573,stop_loss,3,0.13271892160101684,-3.9477374230839573,False,0.1321843848068389,0.18052357499883112,-4.334596115816206,30.64977938291561,AAPL,atr_filtered_breakout
1983-06-27,0.17239543795585632,0.007332651243989518,4.253390536858128,0.17239543795585632,0.00983909672541089,5.707283697339076,0.1650627867118668,0.1833944148218406,4.253390536858128,stop_loss,1,0.1650627867118668,-4.253390536858128,False,0.14801203073981456,0.17325101709632443,-14.143881940939407,0.49628873629891795,AAPL,atr_filtered_breakout
1983-06-28,0.16041763126850128,0.008237183671414931,5.134836866920088,0.15913437264664432,0.01411664444968011,8.799933235550759,0.15089718897522938,0.17469829470840914,5.93478548335932,stop_loss,13,0.15089718897522938,-5.93478548335932,False,0.13945695301199829,0.17111226745413965,-13.066318266113633,6.666746105818053,AAPL,atr_filtered_breakout
1983-07-15,0.15186256170272827,0.005770867449252704,3.8000593329573924,0.15100705972332568,0.006416304825983932,4.2250734835777894,0.14523619227407297,0.16180211584571122,4.3633989538688605,stop_loss,3,0.14523619227407297,-4.3633989538688605,False,0.10865631856235014,0.1587066042482294,-28.450885231973476,4.5067345557481024,AAPL,atr_filtered_breakout
1983-07-27,0.12405624985694885,0.009296063674193222,7.493426316620609,0.12234523465465863,0.01582842415741209,12.75907032145828,0.11304917098046541,0.14056686817167402,8.872651631155927,stop_loss,6,0.11304917098046541,-8.872651631155927,False,0.10865631856235014,0.12576804836190103,-12.413668245136062,1.3798567238055952,AAPL,atr_filtered_breakout
1983-08-04,0.11379013955593109,0.008083976656580538,7.10428573875422,0.10865631856235014,0.011977868544675876,10.526279861699628,0.10057234190576961,0.1336168360311733,11.615942911876436,period_end,15,0.1043788492679596,-8.270743251303932,False,0.10266783351052412,0.1193509137805392,-9.774402324148692,4.886868270229018,AAPL,atr_filtered_breakout
1983-08-23,0.1090841144323349,0.004881228736999289,4.4747383818448885,0.10822861246363145,0.006844826781897351,6.274815372996597,0.10334738372663216,0.11768921049088901,5.258997366900061,stop_loss,1,0.10334738372663216,-5.258997366900061,False,0.10266782823273243,0.1360341615756913,-5.881962037270332,24.70574866340741,AAPL,atr_filtered_breakout
1983-08-24,0.10352329164743423,0.005028875485516112,4.857723711725457,0.10309553508145944,0.005560789665727456,5.371534827800539,0.09806665959594332,0.1117082397246706,5.2709220936235095,take_profit,4,0.1117082397246706,7.906383140435263,True,0.10181233945428776,0.1360341615756913,-1.652721977749128,31.404401280996957,AAPL,atr_filtered_breakout
1983-10-07,0.06972848623991013,0.006649801046975527,9.536706453222006,0.06887297837069194,0.012405626588395627,17.79133214754214,0.06222317732371641,0.08098644961420069,10.763619463027922,take_profit,4,0.08098644961420069,16.14542919454188,True,0.06117258479460103,0.08213409941620634,-12.270310036376491,17.791312912792982,AAPL,atr_filtered_breakout
1983-11-08,0.06117262318730354,0.006601700224017546,10.79191945685229,0.0590338568353068,0.007700334488192538,12.587876875273107,0.05243215661128925,0.07428332305132498,14.288199721715367,take_profit,10,0.07428332305132498,21.432299582573048,True,0.05988934256068563,0.07443373092964088,-2.097802186263383,21.67817407753359,AAPL,atr_filtered_breakout
1984-01-27,0.08940589427947998,0.004875458716546898,5.453173703857119,0.08769487916457434,0.007272582434297056,8.134343370654284,0.08281942044802744,0.09928560502665879,7.366934679791283,stop_loss,1,0.08281942044802744,-7.366934679791283,False,0.07657250506448632,0.09154543234152526,-14.354075107035891,2.3930615305487066,AAPL,atr_filtered_breakout
1984-01-30,0.08470061421394348,0.005366176459401293,6.335463454665137,0.08256184795777188,0.008555841787954863,10.101274786914583,0.07719567149837059,0.09595802828730282,8.860552884086905,stop_loss,6,0.07719567149837059,-8.860552884086905,False,0.07657250506448632,0.09154543234152526,-9.596281237024499,8.081190663260836,AAPL,atr_filtered_breakout
1984-03-27,0.08555610477924347,0.003364635179504597,3.9326652238156616,0.08512834818650494,0.0034220298959343337,3.9997495266574394,0.08176371300700035,0.09124469243760816,4.432637252512206,stop_loss,8,0.08176371300700035,-4.432637252512206,False,0.07871204948417866,0.09539520577921018,-7.999493797344108,11.500174096698412,AAPL,atr_filtered_breakout
1984-03-30,0.08470061421394348,0.003058435393933448,3.6108774680289932,0.08384510656917592,0.0034220305790702704,4.040148481599715,0.08078667117524246,0.09057152877199501,4.620914588428924,stop_loss,5,0.08078667117524246,-4.620914588428924,False,0.07871204948417866,0.0996727617710989,-7.070273085196799,17.6765513403924,AAPL,atr_filtered_breakout
1984-05-16,0.1043788492679596,0.005026858605435972,4.815974347955405,0.10395109247285263,0.005988560862520309,5.7373317530514045,0.09892423386741665,0.11256077236877401,5.225786103983525,stop_loss,1,0.09892423386741665,-5.225786103983525,False,0.09496743070716879,0.11036737309688494,-9.016595437481758,5.737296273071286,AAPL,atr_filtered_breakout
1984-05-17,0.09967274963855743,0.005155193384798456,5.172119163455103,0.09838947981730499,0.0059893235703681325,6.00898800533463,0.09323428643250653,0.10933044444763379,6.45960227785293,take_profit,2,0.10933044444763379,9.689403416779395,True,0.09496743070716879,0.11036737309688494,-4.720767660620893,10.729736560001943,AAPL,atr_filtered_breakout
1984-06-25,0.09325651824474335,0.004234564664300808,4.5407707085820785,0.09240101002897799,0.006416308762490913,6.880279130357287,0.08816644536467719,0.10089162756484259,5.458141667596598,stop_loss,2,0.08816644536467719,-5.458141667596598,False,0.08298959133590937,0.09496746529321927,-11.009339724532015,1.8346675178089915,AAPL,atr_filtered_breakout
1984-08-02,0.08256182819604874,0.003975135028835188,4.814737168120789,0.08256182819604874,0.004277531488487585,5.181003839123199,0.07858669316721355,0.08852453073930153,4.814737168120789,take_profit,1,0.08852453073930153,7.222105752181193,True,0.08213407707001107,0.10566207846591084,-0.518097933856244,27.97933472961497,AAPL,atr_filtered_breakout
1984-09-26,0.08812259882688522,0.003205739915792822,3.6378181743033053,0.08812259882688522,0.005133808531009601,5.825757069528609,0.08491685891109241,0.09293120870057445,3.6378181743032987,stop_loss,2,0.08491685891109241,-3.6378181743032987,False,0.07700025309371882,0.0885503495704002,-12.62144544217993,0.4854041406056154,AAPL,atr_filtered_breakout
1984-10-10,0.08170633018016815,0.00228272919490619,2.793821714758958,0.08170633018016815,0.0025665169045206854,3.141148181372651,0.07942360098526197,0.08513042397252743,2.793821714758953,stop_loss,2,0.07942360098526197,-2.793821714758953,False,0.07700025309371882,0.09368420758604065,-5.759746002631752,14.659668815696955,AAPL,atr_filtered_breakout
1984-10-12,0.07785652577877045,0.00263863372920917,3.3890977060893466,0.07700025309371882,0.004706058593480569,6.044526834979574,0.07436161936450965,0.08309888540016164,4.488906201891908,take_profit,3,0.08309888540016164,6.733359302837852,True,0.08170633018016815,0.09368420758604065,4.944742091802215,20.329293721947742,AAPL,atr_filtered_breakout
1984-10-25,0.08641164004802704,0.003022780370007497,3.4981171151565404,0.08641164004802704,0.003422796337022832,3.9610361927171662,0.08338885967801954,0.09094581060303829,3.498117115156543,stop_loss,11,0.08338885967801954,-3.498117115156543,False,0.07871202940704906,0.09026215607614917,-8.910385958070673,4.456015446509331,AAPL,atr_filtered_breakout
1984-11-19,0.07486148923635483,0.003157392583687787,4.217645969771156,0.07486148923635483,0.005133815626545218,6.857752469145503,0.07170409665266704,0.0795975781118865,4.217645969771156,take_profit,3,0.0795975781118865,6.3264689546567245,True,0.07742803543806076,0.09710630235993821,3.428393193732441,29.71462810918899,AAPL,atr_filtered_breakout
1985-02-13,0.09710623323917389,0.0029160547091934552,3.0029531698662177,0.09710623323917389,0.004706065744942964,4.846306553104437,0.09419017852998043,0.10148031530296407,3.0029531698662177,stop_loss,2,0.09419017852998043,-3.0029531698662177,False,0.0757170170545578,0.0979617395724473,-22.02661504945226,0.8810004309056987,AAPL,atr_filtered_breakout
1985-02-14,0.09453970938920975,0.002983518105732669,3.1558359180583557,0.09453970938920975,0.0034220301832375566,3.619674954943461,0.09155619128347708,0.09901498654780874,3.1558359180583495,stop_loss,3,0.09155619128347708,-3.1558359180583495,False,0.07101170155540719,0.09625070176485728,-24.886905180700627,1.8098134495035996,AAPL,atr_filtered_breakout
1985-02-20,0.09026217460632324,0.002974849086108368,3.2957870770155004,0.09026217460632324,0.004705288799785434,5.212913183520629,0.08728732552021487,0.0947244482354858,3.295787077015505,take_profit,2,0.0947244482354858,4.943680615523257,True,0.07101170155540719,0.09539521693501914,-21.327287022361944,5.6868143838585326,AAPL,atr_filtered_breakout
1985-02-27,0.08598386496305466,0.0030724819936211937,3.5733238962232865,0.08598386496305466,0.0055615673784706054,6.468152345629365,0.08291138296943347,0.09059258795348643,3.5733238962232785,stop_loss,2,0.08291138296943347,-3.5733238962232785,False,0.07101170155540719,0.08897816329551474,-17.41275925905479,3.482395602647849,AAPL,atr_filtered_breakout
1985-03-08,0.07357822358608246,0.003965174629353728,5.389060018165147,0.07101170155540719,0.004705287533825014,6.3949458202399905,0.06704652692605347,0.08337576857612594,8.877214400789752,period_end,15,0.0757170170545578,2.9068294452271894,True,0.07400599122047424,0.07956757622765254,0.5813780403264563,8.140115851754516,AAPL,atr_filtered_breakout
1985-04-08,0.06716194748878479,0.0025948595539719904,3.8635859307166456,0.06716194748878479,0.0047052893640176785,7.00588583260395,0.0645670879348128,0.07105423681974277,3.8635859307166363,take_profit,2,0.07105423681974277,5.795378896074954,True,0.06716194748878479,0.07871204429062087,0.0,17.197382198848242,AAPL,atr_filtered_breakout
